Transcript,Gene,GeneID,Cytoband,CopyNo,MappedReads,MappedLength,TranscriptLength,PrcntTranscriptCoverage,TotalMappedReads,TotalMappedLength
NM_016141.3,DYNC1LI1,51143,3p22.3,0.2,3,466,2507,18.59,305394,7162405
NM_138578.1,BCL2L1,598,20q11.21,1.5,3,48,2562,1.87,305394,7162405
NM_022167.2,XYLT2,64132,17q21.33,0.2,3,447,3567,12.53,305394,7162405
NM_030927.2,TSPAN14,81619,10q23.1,0,3,2767,5579,49.6,305394,7162405
NM_005778.2,RBM5,10181,3p21.3,0.3,3,203,3118,6.51,305394,7162405
NM_025115.2,C8orf41,80185,8p12,0.1,3,590,2510,23.51,305394,7162405
NM_001164750.1,ASPH,444,8q12.1,0.3,3,210,5158,4.07,305394,7162405
NM_003124.4,SPR,6697,2p14-p12,0.7,3,108,1466,7.37,305394,7162405
NM_001160179.1,NAT1,9,8p22,0.2,3,347,2013,17.24,305394,7162405
NM_001135208.1,FKBP2,2286,11q13.1-q13.3,0.9,3,81,650,12.46,305394,7162405
NM_001695.4,ATP6V1C1,528,8q22.3,0.9,3,82,5704,1.44,305394,7162405
NM_001164817.1,ACIN1,22985,14q11.2,0.4,3,167,2521,6.62,305394,7162405
NM_006597.3,HSPA8,3312,11q24.1,0.1,3,614,2265,27.11,305394,7162405
NM_016040.4,TMED5,50999,1pter-q31.3,0.5,3,139,6070,2.29,305394,7162405
NM_016621.3,PHF21A,51317,11p11.2,0.2,3,326,7182,4.54,305394,7162405
NM_014465.3,SULT1B1,27284,4q13.3,0.3,3,236,1312,17.99,305394,7162405
NM_001881.2,CREM,1390,10p11.21,0.3,3,207,1261,16.42,305394,7162405
NM_001101802.1,PHF21A,51317,11p11.2,0.2,3,326,7320,4.45,305394,7162405
NM_004470.3,FKBP2,2286,11q13.1-q13.3,0.9,3,81,735,11.02,305394,7162405
NM_013245.2,VPS4A,27183,16q22.1,0.5,3,131,2180,6.01,305394,7162405
NM_001160174.1,NAT1,9,8p22,0.2,3,347,2026,17.13,305394,7162405
NM_018113.2,LMBR1L,55716,12q13.12,0.5,3,141,2347,6.01,305394,7162405
NM_003150.3,STAT3,6774,17q21.31,0.1,3,698,4953,14.09,305394,7162405
NM_148955.2,SNX1,6642,15q22.31,0.4,3,175,8026,2.18,305394,7162405
NM_000380.3,XPA,7507,9q22.3,0.4,3,170,1473,11.54,305394,7162405
NM_001115008.1,LIN54,132660,4q21.22,0.1,3,1108,5464,20.28,305394,7162405
NM_001122633.1,CPS1,1373,2q35,0.5,3,150,5725,2.62,305394,7162405
NM_018293.2,ZNF654,55279,3p11.1,0.1,3,528,4957,10.65,305394,7162405
NM_178157.1,FUT8,2530,14q24.3,0.6,3,127,1373,9.25,305394,7162405
NM_001168389.1,CITED2,10370,6q23.3,0.6,3,127,1776,7.15,305394,7162405
NM_016065.3,MRPS16,51021,10q22.1,0,3,1455,2637,55.18,305394,7162405
NM_007035.3,KERA,11081,12q22,0.6,3,126,2533,4.97,305394,7162405
NM_001136153.1,ATF6B,1388,6p21.3,0.8,3,84,2613,3.21,305394,7162405
NM_001163315.2,FBXL17,64839,5q21.3,0.2,3,407,5204,7.82,305394,7162405
NM_003064.2,SLPI,6590,20q12,0.8,3,83,598,13.88,305394,7162405
NM_178584.1,SEPT10,151011,2q13,0.1,3,581,3188,18.22,305394,7162405
NM_001143761.1,EIF5A,1984,17p13-p12,0.2,3,317,1284,24.69,305394,7162405
NM_003512.3,HIST1H2AC,8334,6p21.3,0.3,3,263,546,48.17,305394,7162405
NM_016401.3,C11orf73,51501,11q14.2,0.8,3,85,1141,7.45,305394,7162405
NM_006721.2,ADK,132,10q22,0.2,3,293,2018,14.52,305394,7162405
NM_024776.2,SGK269,79834,15q24.3,0,3,2113,11576,18.25,305394,7162405
NM_014711.4,CP110,9738,16p12.3,0.3,3,268,5504,4.87,305394,7162405
NM_001042388.1,PPP4R1,9989,18p11.22,1.2,3,58,3970,1.46,305394,7162405
NM_002639.4,SERPINB5,5268,18q21.3,1.1,3,64,2633,2.43,305394,7162405
NM_004927.2,MRPL49,740,11q13,0.1,3,956,2094,45.65,305394,7162405
NM_002203.3,ITGA2,3673,5q11.2,1.2,3,61,7878,0.77,305394,7162405
NM_130443.2,DPP3,10072,11q12-q13.1,0.1,3,495,2697,18.35,305394,7162405
NM_000081.2,LYST,1130,1q42.1-q42.2,0.6,3,112,13478,0.83,305394,7162405
NM_001040431.1,CCDC56,28958,17q21,0.1,3,499,757,65.92,305394,7162405
NM_182697.1,UBE2H,7328,7q32,0.1,3,675,2635,25.62,305394,7162405
NM_033294.2,CASP1,834,11q23,0.2,3,296,935,31.66,305394,7162405
NM_033645.2,FBXW11,23291,5q35.1,0.3,3,221,4473,4.94,305394,7162405
NM_001130040.1,SHC1,6464,1q21,0.1,3,1001,3485,28.72,305394,7162405
NM_175861.3,TMTC1,83857,12p11.22,1.1,3,64,8841,0.72,305394,7162405
NM_001033518.1,WIPI2,26100,7p22.1,0.1,3,649,4456,14.56,305394,7162405
NM_003641.3,IFITM1,8519,11p15.5,0.3,3,212,721,29.4,305394,7162405
NM_002843.3,PTPRJ,5795,11p11.2,0.6,3,121,7854,1.54,305394,7162405
NM_006048.4,UBE4B,10277,1p36.3,0.4,3,162,5495,2.95,305394,7162405
NM_001184717.1,TIPARP,25976,3q25.31,0.5,3,135,4121,3.28,305394,7162405
NM_001008395.2,C7orf59,389541,7q22.1,0.6,3,124,613,20.23,305394,7162405
NM_024345.3,DCAF10,79269,9p13.2,0,3,2625,7917,33.16,305394,7162405
NM_001080429.2,KIAA1543,57662,19p13.2,0.7,3,102,4188,2.44,305394,7162405
NM_014330.3,PPP1R15A,23645,19q13.2,0.7,3,107,2387,4.48,305394,7162405
NM_019059.2,TOMM7,54543,7p15.3,0.4,3,179,731,24.49,305394,7162405
NM_181652.1,PRDX5,25824,11q13,0.5,3,153,621,24.64,305394,7162405
NM_001017392.3,SUGP2,10147,19p12,0.5,3,154,4768,3.23,305394,7162405
NM_004900.3,APOBEC3B,9582,22q13.1-q13.2,0.1,3,681,1536,44.34,305394,7162405
NM_001145442.1,POTEM,641455,14q11.2,0,3,4681,6666,70.22,305394,7162405
NM_001160176.1,NAT1,9,8p22,0.2,3,347,1921,18.06,305394,7162405
NM_144710.2,SEPT10,151011,2q13,0.1,3,581,3257,17.84,305394,7162405
NM_013332.3,C7orf68,29923,7q32.1,0.4,3,201,1416,14.19,305394,7162405
NM_181642.2,SPINT1,6692,15q15.1,0.6,3,114,2478,4.6,305394,7162405
NM_012094.3,PRDX5,25824,11q13,0.5,3,153,888,17.23,305394,7162405
NM_148904.3,OSBPL9,114883,1p32.3,0.5,3,144,3598,4,305394,7162405
NM_007209.3,RPL35,11224,9q34.1,0.6,3,121,465,26.02,305394,7162405
NM_022733.1,SMAP2,64744,1p35.3-p34.1,0.3,3,247,2579,9.58,305394,7162405
NM_005742.2,PDIA6,10130,2p25.1,0,3,1834,2331,78.68,305394,7162405
NM_002585.2,PBX1,5087,1q23,0.6,3,119,6683,1.78,305394,7162405
NM_182523.1,CMC1,152100,3p24.1,0.7,3,95,628,15.13,305394,7162405
NM_001008224.1,UACA,55075,15q22-q24,0.8,3,90,7083,1.27,305394,7162405
NM_198488.3,FAM83H,286077,8q24.3,0.6,3,125,5591,2.24,305394,7162405
NM_002426.4,MMP12,4321,11q22.3,0.4,3,199,1877,10.6,305394,7162405
NM_022778.2,CCDC21,64793,1p36.11,0.7,3,98,3940,2.49,305394,7162405
NM_198700.2,CELF1,10658,11p11,1.2,3,58,4650,1.25,305394,7162405
NM_016494.3,RNF181,51255,2p11.2,0.6,3,124,716,17.32,305394,7162405
NM_001193333.2,CORO1A,11151,16p11.2,0.3,3,206,1937,10.64,305394,7162405
NM_001142885.1,TMOD2,29767,15q21.2,0,3,7665,9078,84.43,305394,7162405
NM_000232.4,SGCB,6443,4q12,0,3,3158,4282,73.75,305394,7162405
NM_005017.2,PCYT1A,5130,3q29,0.9,3,75,1586,4.73,305394,7162405
NM_002643.3,PIGF,5281,2p21-p16,0.2,3,417,1032,40.41,305394,7162405
NM_213654.1,ARMC8,25852,3q22.3,0.2,3,313,3221,9.72,305394,7162405
NM_001172640.1,CELF1,10658,11p11,1.2,3,58,7676,0.76,305394,7162405
NM_001161841.1,SULF2,55959,20q12-q13.2,0.2,3,416,4242,9.81,305394,7162405
NM_194282.2,LIN54,132660,4q21.22,0.1,3,1108,6127,18.08,305394,7162405
NM_181726.2,ANKRD37,353322,4q35.1,0.1,3,478,934,51.18,305394,7162405
NM_138764.4,BAX,581,19q13.3-q13.4,1.7,3,41,775,5.29,305394,7162405
NM_182524.2,ZNF595,152687,4p16.3,0.3,3,218,2870,7.6,305394,7162405
NM_000662.5,NAT1,9,8p22,0.2,3,347,1803,19.25,305394,7162405
NM_199282.2,ARHGAP27,201176,17q21.31,0.1,3,740,3654,20.25,305394,7162405
NM_138763.3,BAX,581,19q13.3-q13.4,1.7,3,41,667,6.15,305394,7162405
NM_000746.4,CHRNA7,1139,15q14,0.2,3,333,3345,9.96,305394,7162405
NM_005066.2,SFPQ,6421,1p34.3,0.3,3,205,3073,6.67,305394,7162405
NM_001135647.1,FAM53C,51307,5q31,0.1,3,526,4419,11.9,305394,7162405
NM_174887.2,IFT20,90410,17q11.2,0.2,3,401,979,40.96,305394,7162405
NM_001160.2,APAF1,317,12q23,0,3,1896,7033,26.96,305394,7162405
NM_004474.3,FOXD2,2306,1p34-p32,0.3,3,220,4675,4.71,305394,7162405
NM_001130020.1,ATP6V0A1,535,17q21,1,3,70,4147,1.69,305394,7162405
NM_014882.2,ARHGAP25,9938,2p13.3,0.4,3,186,2931,6.35,305394,7162405
NM_001197297.1,GABPA,2551,21q21.3,0.1,3,473,4745,9.97,305394,7162405
NM_002265.4,KPNB1,3837,17q21.32,1.5,3,48,4205,1.14,305394,7162405
NM_001688.4,ATP5F1,515,1p13.2,0.1,3,1378,2104,65.49,305394,7162405
NM_012300.2,FBXW11,23291,5q35.1,0.3,3,221,4575,4.83,305394,7162405
NM_014183.2,DYNLRB1,83658,20q11.21,1.4,3,51,689,7.4,305394,7162405
NM_003475.3,RASSF7,8045,11p15.5,0.2,3,300,1541,19.47,305394,7162405
NM_197948.2,CLEC7A,64581,12p13.2,0.1,3,1200,2492,48.15,305394,7162405
NM_001040633.1,PRKAG2,51422,7q36.1,0.3,3,228,3141,7.26,305394,7162405
NM_001033519.1,WIPI2,26100,7p22.1,0.1,3,649,4402,14.74,305394,7162405
NM_012295.2,CABIN1,23523,22q11.23,0.5,3,150,7222,2.08,305394,7162405
NM_001160172.1,NAT1,9,8p22,0.2,3,347,2108,16.46,305394,7162405
NM_001123.2,ADK,132,10q22,0.2,3,293,2082,14.07,305394,7162405
NM_001778.2,CD48,962,1q21.3-q22,0.6,3,125,1073,11.65,305394,7162405
NM_001098786.1,C7orf68,29923,7q32.1,0.4,3,201,1302,15.44,305394,7162405
NM_025190.3,ANKRD36B,57730,2q11.2,0,3,3830,5986,63.98,305394,7162405
NM_001008274.3,TRIM72,493829,16p11.2,1.6,3,44,2152,2.04,305394,7162405
NM_000887.3,ITGAX,3687,16p11.2,0.2,3,469,4654,10.08,305394,7162405
NM_183399.1,RNF14,9604,5q23.3-q31.1,1.3,3,55,2866,1.92,305394,7162405
NM_001143762.1,EIF5A,1984,17p13-p12,0.2,3,317,1340,23.66,305394,7162405
NM_002291.2,LAMB1,3912,7q22,0.5,3,141,5850,2.41,305394,7162405
NM_001167830.1,TMED5,50999,1pter-q31.3,0.5,3,139,6119,2.27,305394,7162405
NM_001039693.2,C2orf60,129450,2q33.1,0.1,3,1311,5374,24.4,305394,7162405
NM_033644.2,FBXW11,23291,5q35.1,0.3,3,221,4536,4.87,305394,7162405
NM_022449.3,RAB17,64284,2q37.3,0.2,3,291,2004,14.52,305394,7162405
NM_001086521.1,C17orf89,284184,17q25.3,0.4,3,187,560,33.39,305394,7162405
NM_017655.4,GIPC2,54810,1p31.1,0.1,3,1264,2827,44.71,305394,7162405
NM_001130916.1,TGFBR1,7046,9q22,0.4,3,188,6244,3.01,305394,7162405
NM_032338.3,LLPH,84298,12q14.3,0.1,3,911,1221,74.61,305394,7162405
NM_001068.2,TOP2B,7155,3p24,0.3,3,211,5189,4.07,305394,7162405
NM_033426.2,KIAA1737,85457,14q24.3,0.1,3,692,4352,15.9,305394,7162405
NM_176812.4,CHMP4B,128866,20q11.22,0.2,3,293,1652,17.74,305394,7162405
NM_001136136.1,RPL28,6158,19q13.4,0.5,3,148,594,24.92,305394,7162405
NM_014398.3,LAMP3,27074,3q26.3-q27,0,3,1903,3341,56.96,305394,7162405
NM_024429.1,PRKAG2,51422,7q36.1,0.3,3,228,2235,10.2,305394,7162405
NM_181861.1,APAF1,317,12q23,0,3,1896,7195,26.35,305394,7162405
NM_003930.3,SKAP2,8935,7p15.2,0.3,3,273,3973,6.87,305394,7162405
NM_004290.3,RNF14,9604,5q23.3-q31.1,1.3,3,55,3118,1.76,305394,7162405
NM_001062.3,TCN1,6947,11q11-q12,1.8,3,40,1571,2.55,305394,7162405
NM_001160227.1,SPG11,80208,15q14,0.1,3,561,7453,7.53,305394,7162405
NM_014089.3,NUPL1,9818,13q12.13,0,3,1477,4335,34.07,305394,7162405
NM_032731.3,TXNDC17,84817,17p13.1,0,3,1648,2075,79.42,305394,7162405
NM_001134445.1,DDAH1,23576,1p22,0.2,3,387,4023,9.62,305394,7162405
NM_004507.2,HUS1,3364,7p13-p12,0.2,3,282,2143,13.16,305394,7162405
NM_032273.3,TMEM126A,84233,11q14.1,0.4,3,175,818,21.39,305394,7162405
NM_016003.3,WIPI2,26100,7p22.1,0.1,3,649,4435,14.63,305394,7162405
NM_130831.2,OPA1,4976,3q28-q29,0.9,3,77,6224,1.24,305394,7162405
NM_080817.4,GPR82,27197,Xp11.4,0.1,3,1301,3349,38.85,305394,7162405
NM_020317.3,C1orf63,57035,1p36.13-p35.1,0.1,3,547,1469,37.24,305394,7162405
NM_017821.3,RHBDL2,54933,1p34.3,1.1,3,65,1838,3.54,305394,7162405
NM_007350.3,PHLDA1,22822,12q15,0,3,1686,5913,28.51,305394,7162405
NM_001142391.1,SLC10A3,8273,Xq28,0.9,3,75,1810,4.14,305394,7162405
NM_016044.2,FAHD2A,51011,2p24.3-p11.2,0.8,3,89,1302,6.84,305394,7162405
NM_001160175.1,NAT1,9,8p22,0.2,3,347,2071,16.76,305394,7162405
NM_006369.4,LRRC41,10489,1p34.1,0.5,3,134,2952,4.54,305394,7162405
NM_001139459.1,CNST,163882,1q44,0.3,3,215,2549,8.43,305394,7162405
NM_017906.2,PAK1IP1,55003,6p24.2,0.7,3,98,1498,6.54,305394,7162405
NM_016138.4,COQ7,10229,16p12.3,0.3,3,234,2667,8.77,305394,7162405
NM_015231.1,NUP160,23279,11p11.2,0.4,3,161,5383,2.99,305394,7162405
NM_001130065.1,MYO9B,4650,19p13.1,0.8,3,92,7627,1.21,305394,7162405
NM_013263.4,BRD7,29117,16q12,0.3,3,225,2314,9.72,305394,7162405
NM_178154.1,FUT8,2530,14q24.3,0.6,3,127,3291,3.86,305394,7162405
NM_005843.4,STAM2,10254,2q23.3,0,3,2871,5701,50.36,305394,7162405
NM_001033520.1,WIPI2,26100,7p22.1,0.1,3,649,4295,15.11,305394,7162405
NM_005134.2,PPP4R1,9989,18p11.22,1.2,3,58,3919,1.48,305394,7162405
NM_183400.1,RNF14,9604,5q23.3-q31.1,1.3,3,55,2944,1.87,305394,7162405
NM_005180.6,BMI1,648,10p11.23,0.3,3,275,3568,7.71,305394,7162405
NM_005120.2,MED12,9968,Xq13,1.2,3,59,6973,0.85,305394,7162405
NM_018842.4,BAIAP2L1,55971,7q22.1,0,3,1800,3674,48.99,305394,7162405
NM_001126340.1,ORAI2,80228,7q22.1,0,3,6572,10769,61.03,305394,7162405
NM_001102401.1,C8orf41,80185,8p12,0.1,3,590,2188,26.97,305394,7162405
NM_001177387.1,ATXN7,6314,3p21.1-p12,0.5,3,137,6852,2,305394,7162405
NM_001159330.1,ARHGAP27,201176,17q21.31,0.1,3,740,3490,21.2,305394,7162405
NM_021826.4,FASTKD5,60493,20p13,1.3,3,55,2866,1.92,305394,7162405
NM_001127208.1,TET2,54790,4q24,0.4,3,200,9677,2.07,305394,7162405
NM_003710.3,SPINT1,6692,15q15.1,0.6,3,114,2430,4.69,305394,7162405
NM_019848.3,SLC10A3,8273,Xq28,0.9,3,75,2132,3.52,305394,7162405
NM_007108.2,TCEB2,6923,16p12.3,0.5,3,151,998,15.13,305394,7162405
NM_001032367.1,SPINT1,6692,15q15.1,0.6,3,114,2336,4.88,305394,7162405
NM_181528.2,NAA20,51126,20p11.23,0.1,3,716,933,76.74,305394,7162405
NM_178156.1,FUT8,2530,14q24.3,0.6,3,127,3665,3.47,305394,7162405
NM_015020.2,PHLPP2,23035,16q22.2,0,3,3592,7919,45.36,305394,7162405
NM_001115007.1,LIN54,132660,4q21.22,0.1,3,1108,5214,21.25,305394,7162405
NM_006896.3,HOXA7,3204,7p15.2,0.6,3,110,2018,5.45,305394,7162405
NM_001166276.1,ARHGAP25,9938,2p13.3,0.4,3,186,2934,6.34,305394,7162405
NM_006981.2,NR4A3,8013,9q22,0.4,3,183,5635,3.25,305394,7162405
NM_145256.2,LRRC25,126364,19p13.11,0.4,3,190,2407,7.89,305394,7162405
NM_015508.4,TIPARP,25976,3q25.31,0.5,3,135,4036,3.34,305394,7162405
NM_183398.1,RNF14,9604,5q23.3-q31.1,1.3,3,55,2966,1.85,305394,7162405
NM_004545.3,NDUFB1,4707,14q32.12,0.3,3,212,422,50.24,305394,7162405
NM_001164815.1,ACIN1,22985,14q11.2,0.4,3,167,4820,3.46,305394,7162405
NM_016484.4,PDZD11,51248,Xq13.1,0.3,3,249,1246,19.98,305394,7162405
NM_004281.3,BAG3,9531,10q25.2-q26.2,0.2,3,287,2572,11.16,305394,7162405
NM_001190455.1,CHRNA7,1139,15q14,0.2,3,333,3428,9.71,305394,7162405
NM_014106.3,ZNF770,54989,15q14,0.7,3,99,5453,1.82,305394,7162405
NM_007159.2,SLMAP,7871,3p21.2-p14.3,0.3,3,206,4420,4.66,305394,7162405
NM_001166139.1,LCORL,254251,4p15.31,0.3,3,202,5047,4,305394,7162405
NM_001184718.1,TIPARP,25976,3q25.31,0.5,3,135,3686,3.66,305394,7162405
NM_021258.2,IL22RA1,58985,1p36.11,0.4,3,165,2803,5.89,305394,7162405
NM_033318.3,C22orf32,91689,22q13.2,0.8,3,88,1571,5.6,305394,7162405
NM_001024668.1,LETMD1,25875,12q13.12,0.6,3,114,2026,5.63,305394,7162405
NM_130836.2,OPA1,4976,3q28-q29,0.9,3,77,6443,1.2,305394,7162405
NM_001134831.1,AHI1,54806,6q23.3,0,3,3586,5649,63.48,305394,7162405
NM_003874.3,CD84,8832,1q24,0,3,1681,8232,20.42,305394,7162405
NM_001142392.1,SLC10A3,8273,Xq28,0.9,3,75,1897,3.95,305394,7162405
NM_014548.3,TMOD2,29767,15q21.2,0,3,7773,9186,84.62,305394,7162405
NM_006212.2,PFKFB2,5208,1q31,0.3,3,210,7073,2.97,305394,7162405
NM_001098398.1,COPA,1314,1q23-q25,0.2,3,342,5666,6.04,305394,7162405
NM_001080415.1,SR140,23350,3q23,0.1,3,1296,7464,17.36,305394,7162405
NM_018101.2,CDCA8,55143,1p34.3,0.8,3,89,2306,3.86,305394,7162405
NM_022173.2,TIA1,7072,2p13,0.5,3,138,4653,2.97,305394,7162405
NM_015379.4,BRI3,25798,7q21.3,0.4,3,168,796,21.11,305394,7162405
NM_014154.2,ARMC8,25852,3q22.3,0.2,3,313,3167,9.88,305394,7162405
NM_134260.2,RORA,6095,15q22.2,0.7,3,98,10998,0.89,305394,7162405
NM_201412.1,LUC7L,55692,16p13.3,0.5,3,151,1452,10.4,305394,7162405
NM_018049.1,PLEKHJ1,55111,19p13.3,0.3,3,222,1215,18.27,305394,7162405
NM_004480.3,FUT8,2530,14q24.3,0.6,3,127,2963,4.29,305394,7162405
NM_030809.1,CSRNP2,81566,12q13.11-q13.12,0.2,3,348,4469,7.79,305394,7162405
NM_194326.2,RPS19BP1,91582,22q13.1,1.8,3,40,941,4.25,305394,7162405
NM_015610.3,WIPI2,26100,7p22.1,0.1,3,649,4489,14.46,305394,7162405
NM_032855.2,HSH2D,84941,19p13.12,0,3,2070,2369,87.38,305394,7162405
NM_003430.2,ZNF91,7644,19p12,0,3,1840,5403,34.06,305394,7162405
NM_007220.3,CA5B,11238,Xp21.1,0,3,2657,6032,44.05,305394,7162405
NM_001168341.1,TTC39B,158219,9p22.3,0.2,3,421,3058,13.77,305394,7162405
NM_017853.2,TXNL4B,54957,16q22.2,0.5,3,153,2544,6.01,305394,7162405
NM_018837.3,SULF2,55959,20q12-q13.2,0.2,3,416,3903,10.66,305394,7162405
NM_004187.3,KDM5C,8242,Xp11.22-p11.21,0.5,3,155,6863,2.26,305394,7162405
NM_002943.3,RORA,6095,15q22.2,0.7,3,98,10974,0.89,305394,7162405
NM_001014440.3,ODF3B,440836,22q13.33,0.8,3,90,970,9.28,305394,7162405
NM_003113.3,SP100,6672,2q37.1,0,3,2815,3671,76.68,305394,7162405
NM_007221.2,PMF1,11243,1q12,0.2,3,425,1082,39.28,305394,7162405
NM_001134830.1,AHI1,54806,6q23.3,0,3,3586,5502,65.18,305394,7162405
NM_025219.1,DNAJC5,80331,20q13.33,0.1,3,471,3245,14.51,305394,7162405
NM_148907.2,OSBPL9,114883,1p32.3,0.5,3,144,3475,4.14,305394,7162405
NM_031219.2,HDHD3,81932,9q32,0.6,3,111,1726,6.43,305394,7162405
NM_001539.2,DNAJA1,3301,9p13.3,0.8,2,62,1538,4.03,305394,7162405
NM_176870.2,MT1M,4499,16q13,0.2,2,269,444,60.59,305394,7162405
NM_021178.3,CCNB1IP1,57820,14q11.2,0.1,2,386,1493,25.85,305394,7162405
NM_173064.1,IL28RA,163702,1p36.11,0.1,2,328,4462,7.35,305394,7162405
NM_001961.3,EEF2,1938,19pter-q12,0.5,2,103,3163,3.26,305394,7162405
NM_012459.2,TIMM8B,26521,11q23.1-q23.2,0.5,2,102,810,12.59,305394,7162405
NM_018530.2,GSDMB,55876,17q12,0,2,1158,1629,71.09,305394,7162405
NM_198450.4,APOOL,139322,Xq21.1,0,2,1928,6468,29.81,305394,7162405
NM_000587.2,C7,730,5p13,0.3,2,155,4015,3.86,305394,7162405
NM_017612.2,ZCCHC8,55596,12q24.31,0.6,2,75,2867,2.62,305394,7162405
NM_001122823.1,GTF3C5,9328,9q34,1.1,2,42,2444,1.72,305394,7162405
NM_001002878.1,THOC5,8563,22q12.2,0.3,2,159,2681,5.93,305394,7162405
NM_001195653.1,ZGPAT,84619,20q13.3,0.7,2,67,1933,3.47,305394,7162405
NM_016311.3,ATPIF1,93974,1p35.3,0.9,2,54,530,10.19,305394,7162405
NM_000575.3,IL1A,3552,2q14,0.1,2,336,2932,11.46,305394,7162405
NM_001040157.2,KIAA1712,80817,4q34,0.1,2,628,4535,13.85,305394,7162405
NM_001164282.1,TRAF3IP2,10758,6q21,0.9,2,51,1137,4.49,305394,7162405
NM_001145524.1,YPEL3,83719,16p11.2,0.2,2,202,940,21.49,305394,7162405
NM_177536.2,SULT1A1,6817,16p12.1,0.3,2,155,1231,12.59,305394,7162405
NM_025228.2,TRAF3IP3,80342,1q32,1.3,2,35,2254,1.55,305394,7162405
NM_032527.4,ZGPAT,84619,20q13.3,0.7,2,67,2012,3.33,305394,7162405
NM_032960.2,MAPKAPK2,9261,1q32,0.2,2,218,3057,7.13,305394,7162405
NM_201543.1,LGALS8,3964,1q43,0.7,2,65,2870,2.26,305394,7162405
NM_000247.1,MICA,4276,6p21.33,0.5,2,92,1365,6.74,305394,7162405
NM_001128226.1,DIS3,22894,13q22.1,0,2,5238,7557,69.31,305394,7162405
NM_002539.1,ODC1,4953,2p25,1.1,2,43,2062,2.09,305394,7162405
NM_178136.1,POLDIP3,84271,22q13.2,0.1,2,747,3348,22.31,305394,7162405
NM_001025158.1,CD74,972,5q32,0.2,2,242,1142,21.19,305394,7162405
NM_033487.1,CDK11B,984,1p36.33,0.2,2,199,2226,8.94,305394,7162405
NM_080869.1,WFDC12,128488,20q12-q13.1,0.2,2,207,774,26.74,305394,7162405
NM_153619.1,SEMA6D,80031,15q21.1,0.1,2,349,5913,5.9,305394,7162405
NM_019894.3,TMPRSS4,56649,11q23.3,0.1,2,344,3536,9.73,305394,7162405
NM_001914.2,CYB5A,1528,18q23,0.5,2,93,836,11.12,305394,7162405
NM_005907.2,MAN1A1,4121,6q22,0.1,2,512,4124,12.42,305394,7162405
NM_147686.2,TRAF3IP2,10758,6q21,0.9,2,51,2667,1.91,305394,7162405
NM_004031.2,IRF7,3665,11p15.5,0.2,2,240,2051,11.7,305394,7162405
NM_001127702.1,SERPINA1,5265,14q32.1,0.4,2,117,3340,3.5,305394,7162405
NM_173570.3,ZDHHC23,254887,3q13.31,0.2,2,235,3778,6.22,305394,7162405
NM_002725.3,PRELP,5549,1q32,0,2,1555,5822,26.71,305394,7162405
NM_030640.2,DUSP16,80824,12p13,0.3,2,161,6312,2.55,305394,7162405
NM_001159920.1,FLT1,2321,13q12,0.6,2,73,6499,1.12,305394,7162405
NM_198076.4,FAM36A,116228,1q44,0.3,2,149,2619,5.69,305394,7162405
NM_001128844.1,SMARCA4,6597,19p13.2,0.7,2,66,5779,1.14,305394,7162405
NM_012229.3,NT5C2,22978,10q24.32,0.1,2,567,5361,10.58,305394,7162405
NM_001997.4,FAU,2197,11q13,0.6,2,73,579,12.61,305394,7162405
NM_017429.2,BCMO1,53630,16q23.2,0.7,2,70,2432,2.88,305394,7162405
NM_001127321.1,CBX5,23468,12q13.13,0,2,4366,11507,37.94,305394,7162405
NM_001165958.1,GSDMB,55876,17q12,0,2,1224,1602,76.4,305394,7162405
NM_004029.2,IRF7,3665,11p15.5,0.2,2,240,1885,12.73,305394,7162405
NM_001127398.1,ERLEC1,27248,2p16.2,0.2,2,196,2959,6.62,305394,7162405
NM_001101653.1,COMMD9,29099,11p13,0.3,2,176,2852,6.17,305394,7162405
NM_001160244.1,RPAIN,84268,17p13.2,0.1,2,391,1538,25.42,305394,7162405
NM_030789.2,HM13,81502,20q11.21,0.2,2,246,1604,15.34,305394,7162405
NM_001083947.1,TMPRSS4,56649,11q23.3,0.1,2,344,3521,9.77,305394,7162405
NM_001143821.2,PLEKHA5,54477,12p12,0,2,2336,6591,35.44,305394,7162405
NM_015156.2,RCOR1,23186,14q32.31,1.3,2,35,5523,0.63,305394,7162405
NM_178191.1,ATPIF1,93974,1p35.3,0.9,2,54,1914,2.82,305394,7162405
NM_003214.3,TEAD3,7005,6p21.2,0.3,2,162,2994,5.41,305394,7162405
NM_016027.2,LACTB2,51110,8p22-q22.3,0.8,2,62,1553,3.99,305394,7162405
NM_021721.2,ADAM22,53616,7q21,0.4,2,128,2636,4.86,305394,7162405
NM_001127701.1,SERPINA1,5265,14q32.1,0.4,2,117,3532,3.31,305394,7162405
NM_152687.2,GAPT,202309,5q11.2,0.3,2,150,2216,6.77,305394,7162405
NM_005243.3,EWSR1,2130,22q12.2,0.9,2,55,2667,2.06,305394,7162405
NM_052855.3,ANKRD40,91369,17q21.33,0.1,2,538,4169,12.9,305394,7162405
NM_000632.3,ITGAM,3684,16p11.2,0.3,2,144,4742,3.04,305394,7162405
NM_207013.1,TCEB2,6923,16p12.3,0.9,2,53,609,8.7,305394,7162405
NM_001184998.1,KIAA0430,9665,16p13.11,0.2,2,220,7760,2.84,305394,7162405
NM_153694.4,SYCP3,50511,12q,0.3,2,183,1129,16.21,305394,7162405
